http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb36683180c	92412		ark:/12148/bpt6k62644355	422	99.23	1995	23	4		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome IV : Les statuts synodaux de l'ancienne Province de Reims (Cambrai, Arras, Noyon, Soissons et Tournai)	Avril, Joseph (1928-....)	http://catalogue.bnf.fr/ark:/12148/cb11889676d	Eglise catholique. Province (Reims, Marne)	http://catalogue.bnf.fr/ark:/12148/cb12461097t	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b	auteur_personne-morale	Ce volume est le 4e des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb366875379		14	ark:/12148/bpt6k6436062z	437	99.96	1996	24	1		in-8	 -	Recueil des chartes de l'Abbaye de La Grasse. Tome I : 779-1119	Magnou-Nortier, Élisabeth (1930-....) | Magnou, Anne-Marie | Abbaye Notre-Dame (Lagrasse, Aude ; 0777-1607) | Laboratoire d'études méridionales (Toulouse)	http://catalogue.bnf.fr/ark:/12148/cb11913911x | http://catalogue.bnf.fr/ark:/12148/cb12017914h | http://catalogue.bnf.fr/ark:/12148/cb12517882k | http://catalogue.bnf.fr/ark:/12148/cb12131019w	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Recueil des chartes de l'Abbaye de La Grasse	http://catalogue.bnf.fr/ark:/12148/cb34345559h	auteur_personne-morale	Ce volume est le 1er du Recueil des chartes de l'Abbaye de La Grasse. L'ensemble est constitué de 2 volumes dont la numérotation n'est pas continue.
ark:/12148/cb376714423	50676	139	ark:/12148/bpt6k6245176t	646	99.57	1997	25			in-8	 -	Le livre potentia des États de Provence : 1391-1523	Gouiran, Gérard (1945-....) | Hébert, Michel (1948-....)	http://catalogue.bnf.fr/ark:/12148/cb12075915m | http://catalogue.bnf.fr/ark:/12148/cb120039568	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb37185828z		15	ark:/12148/bpt6k6260914g	564	99.96	2000	26	2		in-8	 -	Recueil des chartes de l'Abbaye de La Grasse. Tome II : 1117-1279	Pailhès, Claudine (1952-....) | Comité des travaux historiques et scientifiques (France). Section d'histoire et de philologie des civilisations médiévales	http://catalogue.bnf.fr/ark:/12148/cb119184185 | http://catalogue.bnf.fr/ark:/12148/cb11868248d	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Recueil des chartes de l'Abbaye de La Grasse	http://catalogue.bnf.fr/ark:/12148/cb34345559h	éditeur_personne-morale	Ce volume est le 2e du Recueil des chartes de l'Abbaye de La Grasse. L'ensemble est constitué de 2 volumes dont la numérotation n'est pas continue.
ark:/12148/cb37718722x		16				2001	27			in-8	 -	Les actes de la famille Porcelet d'Arles : 972-1320	Aurell, Martin (1958-....)	http://catalogue.bnf.fr/ark:/12148/cb120572163	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb37708586d	77911	80				2001	28	5		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome V : Les statuts synodaux des anciennes provinces de Bordeaux, Auch, Sens et Rouen (fin XIIIe siècle)	Avril, Joseph (1928-....)	http://catalogue.bnf.fr/ark:/12148/cb11889676d	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b		Ce volume est le 5e des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb37220704d	53976	122				2001	29	1		in-8	 -	Mémoires de Claude Haton. Tome 1 : années 1553-1565	Bourquin, Laurent (19..-.... ; historien)	http://catalogue.bnf.fr/ark:/12148/cb12461220s	Haton, Claude (1534-1605?)	http://catalogue.bnf.fr/ark:/12148/cb13598871z	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Mémoires de Claude Haton	http://catalogue.bnf.fr/ark:/12148/cb371360713	défaut-impression	Ce volume est le 1er des Mémoires de Claude Haton. L'ensemble est constitué de 4 volumes dont la numérotation n'est pas continue. | Porte par erreur le numéro 28 dans la série, il s'agit en fait du numéro 29 | Édition ancienne, parue en 1857, lignes 163 à 165.
ark:/12148/cb38804101f	82144					2002	30			in-8	 -	Un chanoine de cavaillon au grand siècle. Le livre de raison de Jean-Gaspard de Grasse (1664-1684)	Meyer, Frédéric (1959-....)	http://catalogue.bnf.fr/ark:/12148/cb13184538f	Grasse, Gaspard de (1622-1685) 	http://catalogue.bnf.fr/ark:/12148/cb130042123	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb38887864n	53973	518				2003	31	2		in-8	 -	Mémoires de Claude Haton. Tome 2 : années 1566-1572	Bourquin, Laurent (19..-.... ; historien)	http://catalogue.bnf.fr/ark:/12148/cb12461220s	Haton, Claude (1534-1605?)	http://catalogue.bnf.fr/ark:/12148/cb13598871z	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Mémoires de Claude Haton	http://catalogue.bnf.fr/ark:/12148/cb371360713		Ce volume est le 2e des Mémoires de Claude Haton. L'ensemble est constitué de 4 volumes dont la numérotation n'est pas continue. | Édition ancienne, parue en 1857, lignes 163 à 165.
ark:/12148/cb390764029	69709					2004	32			in-8	 -	Recueil des chartes de l'abbaye de Clairvaux au XIIe siècle	Waquet, Jean (1913-1994) | Roger, Jean-Marc (1944-....) | Veyssière, Laurent (1969-....)	http://catalogue.bnf.fr/ark:/12148/cb11928882k | http://catalogue.bnf.fr/ark:/12148/cb119223864 | http://catalogue.bnf.fr/ark:/12148/cb13620380b	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb39904877x	53974	3824				2005	33	3		in-8	 -	Mémoires de Claude Haton. Tome 3 : années 1573-1577 	Bourquin, Laurent (19..-.... ; historien)	http://catalogue.bnf.fr/ark:/12148/cb12461220s	Haton, Claude (1534-1605?)	http://catalogue.bnf.fr/ark:/12148/cb13598871z	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Mémoires de Claude Haton	http://catalogue.bnf.fr/ark:/12148/cb371360713		Ce volume est le 3e des Mémoires de Claude Haton. L'ensemble est constitué de 4 volumes dont la numérotation n'est pas continue. | Édition ancienne, parue en 1857, lignes 163 à 165.
ark:/12148/cb40002451z	11751	1163				2005	34			in-8	 -	Le cartulaire de l'abbaye bénédictine de Saint-Pierre-de-Préaux (1034-1227)	Rouet, Dominique (1974-....) | Abbaye Saint-Pierre (Les Préaux, Eure) 	http://catalogue.bnf.fr/ark:/12148/cb14538665c | http://catalogue.bnf.fr/ark:/12148/cb144866961	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui			éditeur_personne-morale	
ark:/12148/cb39955386s	43600	515				2005	35			in-8	 -	"L'Intendance de Dauphiné en 1698 : édition critique du mémoire rédigé par l'intendant Étienne-Jean Bouchu ""pour l'instruction du duc de Bourgogne"""	Bonnin, Bernard (1927-2017) | Favier, René (1946-....) 	http://catalogue.bnf.fr/ark:/12148/cb12017108c | http://catalogue.bnf.fr/ark:/12148/cb123928088	Bouchu, Étienne-Jean (1655-1715) | France. Intendance (Grenoble)	http://catalogue.bnf.fr/ark:/12148/cb14630305x | http://catalogue.bnf.fr/ark:/12148/cb12491746g	Collection de documents inédits sur l'histoire de France. Série in-8				auteur_personne-morale	
ark:/12148/cb413709033	11740	4105				2005	36			in-8	 -	Le Cartulaire de Bigorre : XIe-XIIIe siècle	Ravier, Xavier (1930-....) | Cursente, Benoît (1945-....)	http://catalogue.bnf.fr/ark:/12148/cb11921243b | http://catalogue.bnf.fr/ark:/12148/cb11898318c	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb40967149k	89963	4370				2007	37			in-8	 -	Regeste des États de Provence : 1347-1480	Hébert, Michel (1948-....) 	http://catalogue.bnf.fr/ark:/12148/cb120039568	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb41253627d	89972	517				2008	38			in-8	 -	Dictionnaire topographique du département de Saône-et-Loire : comprenant les noms de lieux anciens et modernes	Rigault, Jean	http://catalogue.bnf.fr/ark:/12148/cb120392254	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb41106578j	92414	4384				2007	39			in-8	Série procès-verbaux des sociétés populaires	Procès-verbaux de la Société populaire de Crépy-en-Valois, Oise : septembre 1793-avril 1795	Bernet, Jacques	http://catalogue.bnf.fr/ark:/12148/cb118915574	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8			http://catalogue.bnf.fr/ark:/12148/cb41170917f		
ark:/12148/cb41011925w	92413	4430				2007	40	4		in-8	 -	Mémoires de Claude Haton.Tome 4 : années 1578-1582	Bourquin, Laurent (19..-.... ; historien)	http://catalogue.bnf.fr/ark:/12148/cb12461220s	Haton, Claude (1534-1605?)	http://catalogue.bnf.fr/ark:/12148/cb13598871z	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Mémoires de Claude Haton	http://catalogue.bnf.fr/ark:/12148/cb371360713	défaut-impression	Ce volume est le 4e des Mémoires de Claude Haton. L'ensemble est constitué de 4 volumes dont la numérotation n'est pas continue. | Coquille au dos : tome 3 au lieu de tome 4 | Édition ancienne, parue en 1857, lignes 163 à 165.
ark:/12148/cb411631272	89969	4444				2007	41	1		in-8	 -	Correspondance du cardinal Georges d'Armagnac. Tome 1 : 1530-1560 	Samaran, Charles (1879-1982) | Lemaître, Nicole (1948-....)	http://catalogue.bnf.fr/ark:/12148/cb12291077g | http://catalogue.bnf.fr/ark:/12148/cb119123549	Armagnac, Georges d' (1501?-1585)	http://catalogue.bnf.fr/ark:/12148/cb13044678z	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Correspondance du cardinal Georges d'Armagnac	http://catalogue.bnf.fr/ark:/12148/cb411912907		1 seul volume paru
ark:/12148/cb41248206b	89974	4386				2008	42			in-8	 -	Les rapports de droits de la Moselle romane : XIIIe-début du XVIIe siècle	Coudert, Jean (1927-....)	http://catalogue.bnf.fr/ark:/12148/cb12351112h	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb41174007m	89970	4455				2007	43	1		in-8	 -	Architecture et beaux-arts à l'apogée du règne de Louis XIV : édition critique de la correspondance du marquis de Louvois, surintendant des Bâtiments du roi, arts et manufactures de France (1683-1691). Tome I : Années 1683 et 1684	Sarmant, Thierry (1969-....) | Masson, Raphaël 	http://catalogue.bnf.fr/ark:/12148/cb124403285 | http://catalogue.bnf.fr/ark:/12148/cb14592360m	Louvois, Francois Michel Le Tellier (1639-1691 ; marquis de)	http://catalogue.bnf.fr/ark:/12148/cb119619611	Collection de documents inédits sur l'histoire de France. Série in-8		Architecture et beaux-arts à l'apogée du règne de Louis XIV	http://catalogue.bnf.fr/ark:/12148/cb412268210		Ce volume est le 1er d'Architecture et beaux-arts à l'apogée du règne de Louis XIV. L'ensemble est constitué de 2 volumes dont la numérotation n'est pas continue.
ark:/12148/cb411923677	89973	4574				2008	44			in-8	 -	Le récit d'un civil dans la campagne de France de 1814 : les lettres historiques de Pierre Dardenne, 1768-1857	Hantraye, Jacques	http://catalogue.bnf.fr/ark:/12148/cb146423435	Dardenne, Pierre (1768-1857)	http://catalogue.bnf.fr/ark:/12148/cb12177759b	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb41352186g	89979	4368				2008	45	 -		in-8	 -	L'enquête générale de Leopardo da Foligno en Province orientale : avril-juin 1333	Pécout, Thierry (1967-....) | Butaud, Germain (1970-....) | Bouiron, Marc | Jansen, Philippe (1956-....) | Venturini, Alain (1954-....)	http://catalogue.bnf.fr/ark:/12148/cb13755912h | http://catalogue.bnf.fr/ark:/12148/cb150991214 | http://catalogue.bnf.fr/ark:/12148/cb13759023n | http://catalogue.bnf.fr/ark:/12148/cb12883681p | http://catalogue.bnf.fr/ark:/12148/cb129815577	Leopardus de Fulgineo (12..-1341?)	http://catalogue.bnf.fr/ark:/12148/cb159228088	Collection de documents inédits sur l'histoire de France. Série in-8	oui	L'enquête générale de Leopardo da Foligno 	 -	regroupement_CTHS	Ce volume est le 1er de L'enquête générale de Leopardo da Foligno. L'ensemble est constitué de 9 volumes dont la numérotation n'est pas continue.
ark:/12148/cb413521823	89980	4637				2008	46			in-8	 -	Relation de la mission des Pyrénées, 1635-1649 : le jésuite Jean Forcaud face à la montagne	Brunet, Serge (1958-....)	http://catalogue.bnf.fr/ark:/12148/cb12526772z	Forcaud, Jean (1584-1645)	http://catalogue.bnf.fr/ark:/12148/cb160105504	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb413521912	89994	4640				2009	47			in-8	 -	Gouvernement et haut commandement au déclin de la IIIe République : édition critique des procès-verbaux du Comité de guerre (1939-1940)	Sarmant, Thierry (1969-....) | Garçon, Ségolène	http://catalogue.bnf.fr/ark:/12148/cb124403285 | http://catalogue.bnf.fr/ark:/12148/cb16210965m	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8					
ark:/12148/cb42350068x		5099				2009	48			in-8	Série procès-verbaux des sociétés populaires	Introduction générale à l'édition des procès-verbaux des sociétés populaires	 -	 -	Bianchi, Serge (1945-....) | Bernet, Jacques | Pingué, Danièle 	http://catalogue.bnf.fr/ark:/12148/cb11891922k | http://catalogue.bnf.fr/ark:/12148/cb118915574 | http://catalogue.bnf.fr/ark:/12148/cb13777080d	Collection de documents inédits sur l'histoire de France. Série in-8			http://catalogue.bnf.fr/ark:/12148/cb41170917f		
ark:/12148/cb42050943j	89992	5096				2009	49	2		in-8	 -	Architecture et beaux-arts à l'apogée du règne de Louis XIV : édition critique de la correspondance du marquis de Louvois, surintendant des Bâtiments du roi, arts et manufactures de France (1683-1691). Tome II : Année 1685 	Sarmant, Thierry (1969-....) | Masson, Raphaël 	http://catalogue.bnf.fr/ark:/12148/cb124403285 | http://catalogue.bnf.fr/ark:/12148/cb14592360m	Louvois, Francois Michel Le Tellier (1639-1691 ; marquis de)	http://catalogue.bnf.fr/ark:/12148/cb119619611	Collection de documents inédits sur l'histoire de France. Série in-8		Architecture et beaux-arts à l'apogée du règne de Louis XIV	http://catalogue.bnf.fr/ark:/12148/cb412268210		Ce volume est le 2e d'Architecture et beaux-arts à l'apogée du règne de Louis XIV. L'ensemble est constitué de 2 volumes dont la numérotation n'est pas continue.
ark:/12148/cb421654710	90695	4505				2009	50	1		in-8	 -	Le chartrier de l'abbaye cistercienne de Fontfroide (894-1260). Tome I : Introduction, note sur l'édition, bibliographie et index	Becdelièvre, Véronique de (1954-....) | Abbaye Notre-Dame de Fontfroide (109.-1144) | Abbaye Notre-Dame de Fontfroide (1144-1783)	http://catalogue.bnf.fr/ark:/12148/cb162110196 | http://catalogue.bnf.fr/ark:/12148/cb11425584v | http://catalogue.bnf.fr/ark:/12148/cb13509058x	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Le chartrier de l'abbaye cistercienne de Fontfroide (894-1260)	http://catalogue.bnf.fr/ark:/12148/cb421654710	éditeur_personne-morale	
ark:/12148/cb421654710	90695	4505				2009	50	2		in-8	 -	Le chartrier de l'abbaye cistercienne de Fontfroide (894-1260). Tome II : le chartrier	Becdelièvre, Véronique de (1954-....) | Abbaye Notre-Dame de Fontfroide (109.-1144) | Abbaye Notre-Dame de Fontfroide (1144-1783)	http://catalogue.bnf.fr/ark:/12148/cb162110196 | http://catalogue.bnf.fr/ark:/12148/cb11425584v | http://catalogue.bnf.fr/ark:/12148/cb13509058x	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Le chartrier de l'abbaye cistercienne de Fontfroide (894-1260)	http://catalogue.bnf.fr/ark:/12148/cb421654710	éditeur_personne-morale	
ark:/12148/cb42222864f	99101	5360				2010	51	 -		in-8	 -	L'enquête générale de Leopardo da Foligno dans la viguerie de Tarascon : janvier-février 1332 	Pécout, Thierry (1967-....) | Portier-Martin, Christine	http://catalogue.bnf.fr/ark:/12148/cb13755912h | http://catalogue.bnf.fr/ark:/12148/cb13337216b	Leopardus de Fulgineo (12..-1341?)	http://catalogue.bnf.fr/ark:/12148/cb159228088	Collection de documents inédits sur l'histoire de France. Série in-8		L'enquête générale de Leopardo da Foligno 	 -	regroupement_CTHS	Ce volume est le 2e de L'enquête générale de Leopardo da Foligno. L'ensemble est constitué de 9 volumes dont la numérotation n'est pas continue.
ark:/12148/cb425529040	109599	4506				2011	52	6		in-8	 -	Les statuts synodaux français du XIIIe siècle. Tome VI : Les statuts synodaux des anciennes provinces de Bourges et de Narbonne (fin XIIIe siècle)	Avril, Joseph (1928-....)	http://catalogue.bnf.fr/ark:/12148/cb11889676d	 -	 -	Collection de documents inédits sur l'histoire de France. Série in-8	oui	Les statuts synodaux français du XIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb34297696b		Ce volume est le 6e des Statuts synodaux français du XIIIe siècle. L'ensemble est constitué de 6 volumes dont la numérotation n'est pas continue.
ark:/12148/cb42360467w	99105	5169				2010	53			in-8	 -	De la souveraineté du peuple et de l'excellence d'un État libre	Mandar, Théophile (1759-1823) | Monnier, Raymonde	http://catalogue.bnf.fr/ark:/12148/cb12528973b | http://catalogue.bnf.fr/ark:/12148/cb12041725s	Needham, Marchamont (1620-1678)	http://catalogue.bnf.fr/ark:/12148/cb13015339v	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
ark:/12148/cb42427370j	99109	5402				2011	54			in-8	 -	Documents sur Robert Stuart, seigneur d'Aubigny (1508-1544) : guerrier et courtisan au service de Louis XII et de François Ier 	Baranger, Catherine | Lemaître, Nicole (1948-....)	http://catalogue.bnf.fr/ark:/12148/cb165122274 | http://catalogue.bnf.fr/ark:/12148/cb119123549	Bonner, Elizabeth	http://catalogue.bnf.fr/ark:/12148/cb14354561t	Collection de documents inédits sur l'histoire de France. Série in-8	oui				
