http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb34018049d	75154		ark:/12148/bpt6k315037	316	93.97	1886					Troisième série, Archéologie	Les sarcophages chrétiens de la Gaule	 -	 -	Le Blant, Edmond (1818-1897) 	http://catalogue.bnf.fr/ark:/12148/cb12315458s	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb375658314	44295	4724	ark:/12148/bpt6k6225205j	984	98.5	1909		1		in-4	Troisième série, Archéologie	Inventaire des sceaux de la collection des pièces originales du Cabinet des titres à la Bibliothèque nationale. Tome I	 -	 -	Roman, Joseph (1840-1924)	http://catalogue.bnf.fr/ark:/12148/cb12172316r	Collection de documents inédits sur l'histoire de France	oui	 -	 -		Pas de notice d'ensemble, existence incertaine du 2e volume. Voir http://www.sudoc.fr/098973614
 -						1909		2			Troisième série, Archéologie	Inventaire des sceaux de la collection des pièces originales du Cabinet des titres à la Bibliothèque nationale. Tome II	 -	 -	Roman, Joseph (1840-1924)	http://catalogue.bnf.fr/ark:/12148/cb12172316r	Collection de documents inédits sur l'histoire de France		 -	 -	existence-incertaine | date-incertaine 	Pas de notice d'ensemble, existence incertaine du 2e volume. Voir http://www.sudoc.fr/098973614
ark:/12148/cb305616669	16732		ark:/12148/bpt6k25143	91	 -	1835				in-4	 -	Rapports au roi et pièces	 -	 -	Guizot, François (1787-1874)	http://catalogue.bnf.fr/ark:/12148/cb12305825q	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb400481324	16730		ark:/12148/bpt6k207881x	82	99.79	1839					 -	Instructions du Comité historique des arts et monuments	 -	 -	France. Ministère de l'instruction publique	http://catalogue.bnf.fr/ark:/12148/cb11989279h	Collection de documents inédits sur l'histoire de France				auteur_personne-morale	"Réunit: ""Architecture antique"" ; "" Architecture du Moyen age"" "
ark:/12148/cb37565923s	39235	643	ark:/12148/bpt6k6246912z	832	98.5	1856				in-4	 -	Histoire de la guerre de Navarre en 1276 et 1277	Michel, Francisque (1809-1887) 	http://catalogue.bnf.fr/ark:/12148/cb124272970	Anelier, Guilhem (12..-12..?)	http://catalogue.bnf.fr/ark:/12148/cb135960284	Collection de documents inédits sur l'histoire de France					
ark:/12148/cb37568508h	30697	789	ark:/12148/bpt6k6261777m	361	99.96	1871				in-4	 -	Etude sur les monuments de l'architecture militaire des croisés en Syrie et dans l'île de Chypre	Rey, Emmanuel-Guillaume (1837-1916)	http://catalogue.bnf.fr/ark:/12148/cb10654660q	 -	 -	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb34018016f	19821	739	ark:/12148/bpt6k1144998	760	 -	1874		1		in-4	 -	Correspondance des contrôleurs généraux des finances avec les intendants des Provinces. Tome I : 1683 à 1699	Boislisle, Arthur de (1835-1908)	http://catalogue.bnf.fr/ark:/12148/cb118925879	 -	 -	Collection de documents inédits sur l'histoire de France		Correspondance des contrôleurs généraux des finances avec les intendants des Provinces	http://catalogue.bnf.fr/ark:/12148/cb34018016f		
ark:/12148/cb34018016f	19821	679	ark:/12148/bpt6k1145002	700	59.09	1883		2		in-4	 -	Correspondance des contrôleurs généraux des finances avec les intendants des Provinces. Tome II : 1699 à 1708	Boislisle, Arthur de (1835-1908)	http://catalogue.bnf.fr/ark:/12148/cb118925879	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Correspondance des contrôleurs généraux des finances avec les intendants des Provinces	http://catalogue.bnf.fr/ark:/12148/cb34018016f		
ark:/12148/cb34018016f	19821	1099	ark:/12148/bpt6k114501f	822	50.85	1897		3		in-4	 -	Correspondance des contrôleurs généraux des finances avec les intendants des Provinces. Tome III : 1708 à 1715	Boislisle, Arthur de (1835-1908) | Brotonne, Pierre de	http://catalogue.bnf.fr/ark:/12148/cb118925879 | http://catalogue.bnf.fr/ark:/12148/cb135988144	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Correspondance des contrôleurs généraux des finances avec les intendants des Provinces	http://catalogue.bnf.fr/ark:/12148/cb34018016f		
ark:/12148/cb37568581k	50570	686	ark:/12148/bpt6k62259583	368	98.5	1876				in-4	 -	Le Livre des Psaumes : ancienne traduction française	Michel, Francisque (1809-1887) 	http://catalogue.bnf.fr/ark:/12148/cb124272970	 -	 -	Collection de documents inédits sur l'histoire de France					
ark:/12148/cb37567440g	69577	804	ark:/12148/bpt6k4824h	327	75.72	1876					 -	Recueil des diplômes militaires	Renier, Léon (1809-1885)	http://catalogue.bnf.fr/ark:/12148/cb127570758	 -	 -	Collection de documents inédits sur l'histoire de France					
ark:/12148/cb37565442p	49159	717				1880		1		in-4	 -	Lettres de Catherine de Médicis. Tome I : 1533-1563	La Ferrière, Hector de (1811-1896)	http://catalogue.bnf.fr/ark:/12148/cb12131884j	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159	667	ark:/12148/bpt6k6228061d	638	98.5 	1885		2		in-4	 -	Lettres de Catherine de Médicis. Tome II : 1563-1566	La Ferrière, Hector de (1811-1896)	http://catalogue.bnf.fr/ark:/12148/cb12131884j	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159					1887		3		in-4	 -	Lettres de Catherine de Médicis. Tome III : 1567-1570	La Ferrière, Hector de (1811-1896)	http://catalogue.bnf.fr/ark:/12148/cb12131884j	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6227926r	624	99.04	1891		4		in-4	 -	Lettres de Catherine de Médicis. Tome IV : 1570-1574	La Ferrière, Hector de (1811-1896)	http://catalogue.bnf.fr/ark:/12148/cb12131884j	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k62280474	492	99.32	1895		5		in-4	 -	Lettres de Catherine de Médicis. Tome V : 1574-1577	La Ferrière, Hector de (1811-1896)	http://catalogue.bnf.fr/ark:/12148/cb12131884j	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6227983s	620	99.63	1897		6		in-4	 -	Lettres de Catherine de Médicis. Tome VI : 1578-1579	Baguenault de Puchesse, Gustave (1843-1922)	http://catalogue.bnf.fr/ark:/12148/cb12587223v	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6227988v	644	98.88	1899		7		in-4	 -	Lettres de Catherine de Médicis. Tome VII : 1579-1581	Baguenault de Puchesse, Gustave (1843-1922)	http://catalogue.bnf.fr/ark:/12148/cb12587223v	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6227994k	644	98.64	1901		8		in-4	 -	Lettres de Catherine de Médicis. Tome VIII : 1582-1585	Baguenault de Puchesse, Gustave (1843-1922)	http://catalogue.bnf.fr/ark:/12148/cb12587223v	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6227997t	640	99.08	1905		9		in-4	 -	Lettres de Catherine de Médicis. Tome IX : 1586-1588	Baguenault de Puchesse, Gustave (1843-1922)	http://catalogue.bnf.fr/ark:/12148/cb12587223v	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k6228018d	704	98.94	1909		10		in-4	 -	Lettres de Catherine de Médicis. Tome X : supplément 1537-1587	Baguenault de Puchesse, Gustave (1843-1922)	http://catalogue.bnf.fr/ark:/12148/cb12587223v	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37565442p	49159		ark:/12148/bpt6k62573824	314	98.5 	1943		11		in-4	 -	Lettres de Catherine de Médicis. Tome XI : Index général	Baguenault de Puchesse, Gustave (1843-1922) | Lesort, André (1876-1960) | Lelong, Eugène (1847-1925) | Auvray, Lucien (1860-1937)	http://catalogue.bnf.fr/ark:/12148/cb12587223v | http://catalogue.bnf.fr/ark:/12148/cb11912679g | http://catalogue.bnf.fr/ark:/12148/cb12528715m | http://catalogue.bnf.fr/ark:/12148/cb12459418h	Catherine de Médicis (reine de France ; 1519-1589)	http://catalogue.bnf.fr/ark:/12148/cb123351707	Collection de documents inédits sur l'histoire de France	oui	Lettres de Catherine de Médicis	http://catalogue.bnf.fr/ark:/12148/cb37565442p		"Voir le commentaire dans une des notices de la BnF: ""Ouvrage destiné primitivement à faire partie de la collection des ""Documents inédits sur l'Histoire de France"", et dont la publication a été abandonnée. Envoyé le 18 juillet 1873"" http://catalogue.bnf.fr/ark:/12148/cb302063856"
ark:/12148/cb37568764j	54115		ark:/12148/bpt6k64389722	963	99.44	1881		1		in-4	 -	Mémoires des intendants sur l'état des généralités dressés [sic] pour l'instruction du duc de Bourgogne. Tome I : Mémoire de la généralité de Paris 	Boislisle, Arthur de (1835-1908)	http://catalogue.bnf.fr/ark:/12148/cb118925879	 -	 -	Collection de documents inédits sur l'histoire de France	oui			tomaison-incertaine	Volume nº 1 n'ayant vraisemblablement pas de suite
ark:/12148/cb37568511d	66960		ark:/12148/bpt6k47810	1444	94.14	1885					 -	Procédures politiques du règne de Louis XII	Maulde La Clavière, René de (1848-1902) 	http://catalogue.bnf.fr/ark:/12148/cb11915217j	 -	 -	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb37568666z	17043	863	ark:/12148/bpt6k367030	724	98.69	1886		1		in-4	 -	Le Comité des travaux historiques et scientifiques (histoire et documents). Tome I	Charmes, Xavier (1849-1919)	http://catalogue.bnf.fr/ark:/12148/cb13598897n	 -	 -	Collection de documents inédits sur l'histoire de France		Le Comité des travaux historiques et scientifiques (histoire et documents)	http://catalogue.bnf.fr/ark:/12148/cb37568666z		
ark:/12148/cb37568666z	17043	864	ark:/12148/bpt6k62303847	755	98.52	1886		2		in-4	 -	Le Comité des travaux historiques et scientifiques (histoire et documents). Tome II	Charmes, Xavier (1849-1919)	http://catalogue.bnf.fr/ark:/12148/cb13598897n	 -	 -	Collection de documents inédits sur l'histoire de France		Le Comité des travaux historiques et scientifiques (histoire et documents)	http://catalogue.bnf.fr/ark:/12148/cb37568666z		
ark:/12148/cb37568666z	17043		ark:/12148/bpt6k36705p	781	97.82 	1886		3		in-4	 -	Le Comité des travaux historiques et scientifiques (histoire et documents). Tome III	Charmes, Xavier (1849-1919)	http://catalogue.bnf.fr/ark:/12148/cb13598897n	 -	 -	Collection de documents inédits sur l'histoire de France		Le Comité des travaux historiques et scientifiques (histoire et documents)	http://catalogue.bnf.fr/ark:/12148/cb37568666z		
ark:/12148/cb375685102	45793		ark:/12148/bpt6k35098b	753	 -	1888					 -	Itinéraires de Philippe le Hardi et de Jean sans Peur, ducs de Bourgogne (1363-1419) d'après les comptes de dépenses de leur hôtel	Petit, Ernest (1835-1918) 	http://catalogue.bnf.fr/ark:/12148/cb119193858	 -	 -	Collection de documents inédits sur l'histoire de France	oui				
ark:/12148/cb375685222	71025		ark:/12148/bpt6k62574063	828	99.1	1888		1			 -	Remontrances du Parlement de Paris au XVIIIe siècle. Tome I : 1715-1753	Flammermont, Jules (1852-1899)	http://catalogue.bnf.fr/ark:/12148/cb11902884d	France. Parlement de Paris	http://catalogue.bnf.fr/ark:/12148/cb118761821	Collection de documents inédits sur l'histoire de France	oui	Remontrances du Parlement de Paris au XVIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb375685222	auteur_personne-morale	
ark:/12148/cb375685222	71025		ark:/12148/bpt6k6241494j	1014	99.89	1895		2			 -	Remontrances du Parlement de Paris au XVIIIe siècle. Tome II : 1755-1768	Flammermont, Jules (1852-1899) | Tourneux, Maurice (1849-1917)	http://catalogue.bnf.fr/ark:/12148/cb11902884d | http://catalogue.bnf.fr/ark:/12148/cb11926931g	France. Parlement de Paris	http://catalogue.bnf.fr/ark:/12148/cb118761821	Collection de documents inédits sur l'histoire de France	oui	Remontrances du Parlement de Paris au XVIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb375685222	auteur_personne-morale	
ark:/12148/cb375685222	71025		ark:/12148/bpt6k6227402m	864	99.96	1898		3			 -	Remontrances du Parlement de Paris au XVIIIe siècle. Tome III : 1768-1788	Flammermont, Jules (1852-1899)	http://catalogue.bnf.fr/ark:/12148/cb11902884d	France. Parlement de Paris	http://catalogue.bnf.fr/ark:/12148/cb118761821	Collection de documents inédits sur l'histoire de France	oui	Remontrances du Parlement de Paris au XVIIIe siècle	http://catalogue.bnf.fr/ark:/12148/cb375685222	auteur_personne-morale	
ark:/12148/cb375586700	19940		ark:/12148/bpt6k6216920p	614	99.84	1889		1			 -	Correspondance secrète du comte de Mercy-Argenteau avec l'Empereur Joseph II et le prince de Kaunitz. Tome I	Arneth, Alfred von (1819-1897) | Flammermont, Jules (1852-1899) 	http://catalogue.bnf.fr/ark:/12148/cb12165272g | http://catalogue.bnf.fr/ark:/12148/cb11902884d	Mercy-Argenteau, Florimond de (1727-1794) | Joseph II (empereur germanique | 1741-1790) | Kaunitz, Wenzel Anton von (1711-1794) 	http://catalogue.bnf.fr/ark:/12148/cb12757548r | http://catalogue.bnf.fr/ark:/12148/cb119898853 | http://catalogue.bnf.fr/ark:/12148/cb13592267m	Collection de documents inédits sur l'histoire de France	oui	Correspondance secrète du comte de Mercy-Argenteau avec l'Empereur Joseph II et le prince de Kaunitz	http://catalogue.bnf.fr/ark:/12148/cb375586700		
ark:/12148/cb375586700	19940		ark:/12148/bpt6k6219616p	615	99.96	1891		2			 -	Correspondance secrète du comte de Mercy-Argenteau avec l'Empereur Joseph II et le prince de Kaunitz. Tome II	Arneth, Alfred von (1819-1897) | Flammermont, Jules (1852-1899) 	http://catalogue.bnf.fr/ark:/12148/cb12165272g | http://catalogue.bnf.fr/ark:/12148/cb11902884d	Mercy-Argenteau, Florimond de (1727-1794) | Joseph II (empereur germanique | 1741-1790) | Kaunitz, Wenzel Anton von (1711-1794) 	http://catalogue.bnf.fr/ark:/12148/cb12757548r | http://catalogue.bnf.fr/ark:/12148/cb119898853 | http://catalogue.bnf.fr/ark:/12148/cb13592267m	Collection de documents inédits sur l'histoire de France		Correspondance secrète du comte de Mercy-Argenteau avec l'Empereur Joseph II et le prince de Kaunitz	http://catalogue.bnf.fr/ark:/12148/cb375586700		
ark:/12148/cb340180064	67082	1063	ark:/12148/bpt6k46892x	576	 -	1889					 -	Procès-verbaux du Comité d'Instruction publique de l'Assemblée législative	Guillaume, James (1844-1916)	http://catalogue.bnf.fr/ark:/12148/cb125196815	France. Assemblée nationale législative (1791-1792). Comité d'instruction publique 	http://catalogue.bnf.fr/ark:/12148/cb12534717j	Collection de documents inédits sur l'histoire de France				auteur_personne-morale	
ark:/12148/cb34018005s			ark:/12148/bpt6k6309087n	108	99.96	1889		 -			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Introduction	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	69699	928	ark:/12148/bpt6k6215699q	616	99.53	1889		1			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome I : 10 août 1792 - 21 janvier 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s		941	ark:/12148/bpt6k6216039p	654	99.53	1889		2			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome II : 22 janvier 1793 - 31 mars 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101181	942	ark:/12148/bpt6k62208690	678	99.04	1890		3			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome III : 1er avril 1793 - 5 mai 1793 	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101182	943	ark:/12148/bpt6k62163389	674	99.06	1891		4			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome IV : 6 mai 1793 - 18 juin 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101183	944	ark:/12148/bpt6k6218316b	628	98.91	1892		5			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome V : 19 juin 1793 - 15 août 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101184	945	ark:/12148/bpt6k6214800z	672	99.47	1893		6			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome VI :15 août 1793 - 21 septembre 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101185	946	ark:/12148/bpt6k6218306z	692	98.62	1894		7			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome VII : 22 septembre 1793 - 24 octobre 1793	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101186	947	ark:/12148/bpt6k62151085	798	98.57	1895		8			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome VIII : 25 octobre 1793 - 26 novembre 1793 (4 brumaire An II - 6 frimaire An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101187	948	ark:/12148/bpt6k6215655j	856	98.92 	1895		9			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome IX : 27 novembre 1793 - 31 décembre 1793 (7 frimaire An II - 11 nivôse An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101188	949	ark:/12148/bpt6k6215988z	858	98.51	1897		10			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome X : 1er janvier 1794 - 8 février 1794 (12 nivôse An II - 20 pluviôse An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 		Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101202	950	ark:/12148/bpt6k6213511d	802	98.5	1897		11			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XI : 9 février 1794 - 15 mars 1794 (21 pluviôse An II - 25 ventôse An II) 	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101189	952	ark:/12148/bpt6k6216050q	858	98.5	1899		12			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XII : 16 mars 1794 - 22 avril 1794 (26 ventôse an II - 3 floréal An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
